mezcla,politica,run,app,ipc,nucleos
1,2,2,gobmk,1.5126736539067045,1045
1,2,2,zeusmp,1.3017991255385875,706
1,2,2,mcf_r,0.9565771353758512,38
1,2,2,lbm,1.6170404805095508,2874
1,2,2,lbmREPEAT,1.618213433779104,2853
1,2,2,deepsjeng_r,1.8843356710936052,63
1,2,2,nab_r,1.7983149876932871,1784
1,2,3,gamess,2.6845784055788333,1
1,2,3,gobmk,1.5101478260527483,992
1,2,3,zeusmp,1.3075495737919847,730
1,2,3,mcf_r,0.9728181367720873,36
1,2,3,lbm,1.6233550306717348,2871
1,2,3,lbmREPEAT,1.620553686379432,2878
1,2,3,deepsjeng_r,1.9025832985785043,69
1,2,3,nab_r,1.791085704920391,1731
1,3,1,gamess,3.1934411711565995,1535
1,3,1,gobmk,1.4591630056205023,1506
1,3,1,zeusmp,1.2077112819232123,1504
1,3,1,mcf_r,0.9114829020846213,1477
1,3,1,lbm,1.61989763008544,1490
1,3,1,lbmREPEAT,1.6217020913146312,1469
1,3,1,deepsjeng_r,1.903102018103862,1483
1,3,1,nab_r,1.8757719625780074,1522
1,3,2,gamess,3.181450923747159,1486
1,3,2,gobmk,1.4587347237294659,1515
1,3,2,zeusmp,1.209997055302065,1475
1,3,2,mcf_r,0.9126296647863593,1494
1,3,2,lbm,1.6158968512943617,1455
1,3,2,lbmREPEAT,1.6254652902102877,1475
1,3,2,deepsjeng_r,1.9038901180300392,1482
1,3,2,nab_r,1.8870965833314937,1526
1,3,3,gamess,3.1973233275714854,1489
1,3,3,gobmk,1.4624689857711104,1511
1,3,3,zeusmp,1.2016925735480224,1520
1,3,3,mcf_r,0.9045860513167514,1510
1,3,3,lbm,1.6080121730462038,1488
1,3,3,lbmREPEAT,1.6092458263301215,1521
1,3,3,deepsjeng_r,1.9043336819942274,1538
1,3,3,nab_r,1.871714142835946,1489
2,0,1,xalancbmk,1.31953206374236,0
2,0,1,bzip2,1.6743829895484414,0
2,0,1,mcf_r,0.943494577424217,0
2,0,1,hmmer,1.5808672728879225,0
2,0,1,GemsFDTD,1.5909631454929813,0
2,0,1,tonto,1.3212924506545827,0
2,0,1,libquantum,2.8549239248849188,0
2,0,1,imagick_r,1.6225926734930078,0
2,0,2,xalancbmk,1.3179199612706933,0
2,0,2,bzip2,1.6745175392855645,0
2,0,2,mcf_r,0.9522154536982025,0
2,0,2,hmmer,1.5808327080776161,0
2,0,2,GemsFDTD,1.5899463018978055,0
2,0,2,tonto,1.3218448194692984,0
2,0,2,libquantum,2.856328865571733,0
2,0,2,imagick_r,1.6232041018806684,0
2,0,3,xalancbmk,1.3177366118801863,0
2,0,3,bzip2,1.6708065864790136,0
2,0,3,mcf_r,0.9645669080837473,0
2,0,3,hmmer,1.5808163049325958,0
2,0,3,GemsFDTD,1.5904455149483139,0
2,0,3,tonto,1.3220944158408425,0
2,0,3,libquantum,2.856638264608674,0
2,0,3,imagick_r,1.6243042362578717,0
2,1,1,xalancbmk,1.3923639819640197,33
2,1,1,bzip2,1.500046580335393,326
2,1,1,mcf_r,0.8733938577200219,25
2,1,1,hmmer,1.569020057487562,509
2,1,1,GemsFDTD,2.2203503462149445,392
2,1,1,tonto,1.4874151800463378,61
2,1,1,libquantum,3.688309180645733,2
2,1,1,imagick_r,4.248260704830883,0
2,1,2,xalancbmk,1.3422690360335272,27
2,1,2,bzip2,1.549275634141836,357
2,1,2,mcf_r,0.8669132714904491,19
2,1,2,hmmer,1.5723974717818743,520
2,1,2,GemsFDTD,2.2482485657706763,382
2,1,2,tonto,1.4870223017411588,65
2,1,2,libquantum,3.650738116773817,0
2,1,2,imagick_r,4.238169471304825,0
2,1,3,xalancbmk,1.3687056526994787,43
2,1,3,bzip2,1.5327964046869873,405
2,1,3,mcf_r,0.8691480696824795,27
2,1,3,hmmer,1.5708616838914826,522
2,1,3,GemsFDTD,2.239230060239781,392
2,1,3,tonto,1.4862890716712784,63
2,1,3,libquantum,3.7021811386983328,2
2,1,3,imagick_r,4.244294746145162,0
2,2,1,xalancbmk,1.3671744748864885,380
2,2,1,bzip2,1.6173717877392764,1284
2,2,1,mcf_r,0.9680963198001988,64
2,2,1,hmmer,1.5737487225869253,1145
2,2,1,GemsFDTD,1.8371985979122938,2001
2,2,1,tonto,1.7212764428584377,852
2,2,1,libquantum,2.764181352891886,25
2,2,1,imagick_r,3.0094625825963313,1171
2,2,2,xalancbmk,1.3687499227247253,396
2,2,2,bzip2,1.6191952108291339,1388
2,2,2,mcf_r,0.9706381280472539,60
2,2,2,hmmer,1.5727464709102659,1092
2,2,2,GemsFDTD,1.8534256293751101,2053
2,2,2,tonto,1.7279180815114006,851
2,2,2,libquantum,2.7592070487180074,39
2,2,2,imagick_r,3.0236177495025953,1175
2,2,3,xalancbmk,1.3627448147288215,398
2,2,3,bzip2,1.6065329961459347,1292
