politica,mezcla,run,app,ipc,nucleos,tiempo   //YA USADO PTIMERA EJECUCIÓN
3,3,1,sjeng,1.8203716895768425,201,82.4
3,3,1,mcf_rREPEAT,0.8986865575870092,348,144.0
3,3,1,omnetpp_r,0.8892182728607467,360,145.2
3,3,1,nab_r,1.8814438548955066,164,68.8
3,3,1,,1.3025250826908945,195,76.2
3,3,1,REPEAT,1.5775365535648245,600,220.0
3,3,2,astar,0.9354304078301137,308,116.2
3,3,2,mcf_r,0.8909096759349643,361,144.4
3,3,2,hmmer,1.5716010262946514,195,78.8
3,3,2,leela_r,1.497602554494805,213,86.4
3,3,2,sjeng,1.818670086997673,200,83.2
3,3,2,mcf_rREPEAT,0.9063623543910795,348,140.6
3,3,2,omnetpp_r,0.8972401978253904,345,144.2
3,3,2,nab_r,1.8784731725301929,169,68.6
3,3,2,,1.3333733285293972,218,75.6
3,3,2,REPEAT,1.5515553025484585,611,216.8
